x,y
"되다,예쁘다,주다,예쁘다,튀다,무난하다,예쁘다",디자인
"바뀌다,같다,쓰다,좋다,빼다",향기
"감사하다,보내다,받다,이쁘다,사다",색상
"쨍하다,이쁘다,좋다,나다,다르다,좋다,튼튼하다,좋다",디자인
"쓰다,구매하다,크다,구매하다,아쉽다,있다,구매하다,새롭다,되다,쓰다,다르다,쓰다",용량
"찐득하다,스며들다",감촉
"저렴하다,크다,좋다,빠르다,쓸다",용량
"쓰다,구매하다,다르다,저렴하다,구매하다",가격
"뭉치다,매트하다,좋다",감촉
이쁘다,색상
"하다,순하다,좋다,같다,하다,건조하다,달라지다,쓰다,슬다",용량
"좋다,들다",색상
"냄새나다,아쉽다,나쁘다",향기
"빠르다,덥다,맞추다,같다,좋다,좋다",향기
"그렇다,많다,나쁘다",감촉
"쓰다,그렇다,쟁이다,쓰다,착하다,쓰다,보다,있다,그러다,허하다,기대되다,촉촉하다",가격
"밉다,좋다,곱다,발리다",향기
"사용하다,편하다,좋다,부드럽다,좋다,사들이다",감촉
"좋다,괜찮다,사용하다,이쁘다,구입하다,왠만하다,괜찮다,팔다",색상
착하다,가격
"하다,좋다",가격
"많다,싸다,좋다",용량
들다,디자인
"구하다,힘들다,빠르다,깔끔하다,들다,살다",디자인
"가지다,다니다,바르다,사다,귀엽다,이쁘다",디자인
"촉촉하다,좋다",향기
"세일하다,사다,좋다,사용하다,매트하다,바르다,같다",감촉
"느리다,받다,저렴하다,같다,쓰다,쓰다,좋다,재구매하다,오다",가격
"구매하다,쓰다,리뉴얼되다,하다,구매하다,괜찮다",감촉
"좋다,이쁘다",디자인
"사용하다,하다,하다,촉촉하다,예쁘다,좋다",디자인
"이만하다,없다,같다",감촉
"어울리다,살다,고민하다,보다,이쁘다,구매하다,아쉽다,빠르다,이쁘다",향기
"만족하다,쓰다,싸다,사다,팔다",가격
,색상
"다르다,사다,오다,예쁘다,좋다,감사하다",디자인
"쓰다,없다,없다,크다,가능하다",용량
"가지다,있다,신청하다,넓다,조이다,쓰다,맑다,촉촉하다,되다,바르다,사용하다,보다,믿다",감촉
"순하다,좋다",감촉
"좋다,예쁘다,좋다,같다,좋다,좋다",향기
,색상
"구매하다,늦어지다,생각하다,빠르다,없다,받다,좋다,고민하다,선택하다,같다,쓰다,좋다,누렇다,어둡다,사용하다,하다,안하다,하다,금하다,좋다,감사하다,이쁘다,사용하다",디자인
"예쁘다,켜다,화사하다,매트하다,바르다,좋다,붉다,같다,오래다,나다,오묘하다,들다,쓰다,저렴하다,구매하다,들다,구매하다,되다,받다",색상
"좋다,좋다,적다,있다,하다,같다,번창하다",용량
"착하다,비하다,좋다,좋다,만족하다,사용하다,빠르다",감촉
"일다,되다,꼼꼼하다,저렴하다,구매하다,사용하다",가격
"가을되다,당기다,구매하다,빨갛다,올라오다,바르다,있다,촉촉하다,좋다",감촉
"좋다,환하다,지다,보송보송하다,오일리하다,적다,같다,바르다,편하다",용량
"좋다,촉촉하다,스며들다,무겁다,이다",감촉
"사용하다,좋다,좋다,좋다",향기
"사용하다,매트하다,예쁘다,같다,흔하다,예쁘다",색상
"빠르다,이쁘다,좋다",디자인
"저렴하다,구입하다,좋다,생각하다",가격
"빠르다,비슷하다,진하다,같다,하다,바르다,모르다,비슷하다,같다,독특하다,좋다,바르다,불편하다,빼다,발리다,좋다",디자인
"꽂히다,구입하다,듣다,가다,하다,사다,예쁘다,쓰다,사다,섞이다,예쁘다,올리다,좋다,자연스럽다,예쁘다,만족하다",디자인
"비하다,만족하다,괜찮다,사용하다,만족하다,비싸다,좋다,아니다,있다,찬성하다",디자인
좋다,향기
"하다,착각하다,작다,무난하다,쓸만하다,빠르다",용량
"번지다,좋다,적다",용량
"좋다,바르다,없다,좋다",향기
"괜찮다,같다,가다,살다,싸다,있다,좋다,적다",감촉
"오래가다,촉촉하다,좋다,살다,같다,기쁘다,재구매하다,하다",색상
"나다,않다,건조하다,좋다",향기
"깔끔하다,좋다",향기
"적다,좋다,무겁다,많다,푸짐하다",감촉
"사다,좋다,좋다,같다,강추하다,크다,쓰다,있다,같다",용량
"묽다,있다,좋다,은은하다,예민하다",향기
"어둡다,같다,촉촉하다,달라붙다",색상
"있다,좋다,심하다,있다,좋다",향기
"따끈하다,심플하다,질리다,유치하다,좋다",디자인
"쓰다,새롭다,나오다,구매하다,있다,저렴하다,쓰다,듣다,많다,사다,쓰다,좋다,시즌하다,달라지다,모르다,쓰다,먹다,화사하다,좋다",용량
"예쁘다,좋다",색상
"저렴하다,비하다,나다,이쁘다,넓다,나오다,팔다,부자되다",디자인
"은은하다,예쁘다,다르다,사다,빠르다,들다,다르다,저렴하다,같다",색상
"되다,좋다,쓰다,당기다,안되다,없다,쓰다,사다,좋다",색상
"주문하다,도착하다,예쁘다,만족하다",디자인
"은은하다,좋다,있다,좋다",색상
"쓰다,쓰다,당기다,산뜻하다,좋다,오다,맞다,없다,시키다,원하다,쓰다,있다,좋다,듯하다,주다,좋다,같다",감촉
"사다,저렴하다,만족하다",가격
"많다,편하다,쓰다,끈적이다,좋다",감촉
"쓰다,쓰다,쓰다,많다,들다,좋다,같다,쓰다",용량
"좋다,곱다,곱게연출되다,가볍다,보이다,하다,일다,쓰다,보다,좋다",향기
"생각하다,예쁘다",디자인
"촉촉하다,좋다",감촉
"좋다,밝다,아쉽다,어둡다,믹스하다,사용하다",색상
"싸다,사다,좋다",가격
"잘못하다,잘하다,좋다,되다,좋다,쓰다,같다",향기
"사다,싸다,구입하다,있다,다르다,올리다,예쁘다,나오다,나다,어쩌다,걱정하다",디자인
"작다,좋다",용량
"쓰다,잇다,다르다,기름지다,있다,좋다",감촉
"사용하다,좋다,쓰다,안되다,매트하다,다르다,유의하다,끼다,세련되다,좋다",디자인
"구입하다,구입하다,주다,저렴하다,놀랍다,나가다,없다",가격
"많다,가볍다,쓰다,좋다,많다",용량
"쓰다,사다,진하다,쨍하다,생각하다,바르다,이쁘다,만족하다",디자인
"쓰다,많다,강하다,지나다,좋다,만족하다",향기
"좋다,깔끔하다,예쁘다",디자인
"사다,먹다,부드럽다,발리다,들다,들다,보내다,감사하다",감촉
"들다,이쁘다,들다,이쁘다,들다,이쁘다",색상
"들다,추천하다,쓰다,알아보다,착하다,좋다,구매하다,받다,기대되다",가격
"적다,좋다",용량
"많다,건조하다",용량
"다르다,쓰다,쓰다,괜찮다,촉촉하다,좋다",감촉
"하다,보다,주문하다,있다,좋다,같다,빠르다,수고하다",색상
"좋다,좋다,있다",향기
작다,용량
"좋아하다,좋다,이용하다",감촉
"저렴하다,구입하다,쓰다,좋다",가격
좋다,감촉
"구입하다,비교하다,구매하다,좋다,오다,앗다",용량
"쏘쏘하다,생각하다,우아하다,고급스럽다,아니다,하다,크리미하다",디자인
"저렴하다,구매하다,괜찮다,같다,아쉽다,튀다,있다,쓰다,생기다",가격
"예쁘다,촉촉하다,좋다,예쁘다",색상
"건조하다,많다,쓰다,같다,쓰다,좋다,같다",용량
"바르다,좋다,있다,가지다,하다,좋다,건조하다,좋다",색상
"판매하다,좋다,촉촉하다,좋다,맞다,사용하다",감촉
"끈적거리다,되다",감촉
"쓰다,부드럽다,발리다",감촉
"문안하다,자연스럽다,들뜨다,하다,없다,이다,하다,촘촘하다,생기다,없다,묻다,아니다,되다",색상
"저렴하다,구입하다",가격
"재구매하다,단단하다,좋다",감촉
"매트하다,쨍하다,좋다,바르다,편하다,원하다",색상
"끈적이다,바르다,끈적거리다,좋다,많다,좋다",용량
"좋다,밀착되다,바르다,기다리다,묻어나다,이쁘다,들다",디자인
"은은하다,들다,번지다,부드럽다,그려지다",색상
"좋다,건조하다",향기
"부드럽다,좋다,없다,만족하다",감촉
"크다,오다,괜찮다,같다,좋다,같다",색상
"쓰다,촉촉하다,좋다,사다,오다,참다",감촉
좋다,향기
"빠르다,예쁘다,만족하다",디자인
"곱다,은은하다,풍기다,바쁘다,깔끔하다,하다,자연스럽다,애용하다,쓰다",감촉
"구매하다,좋다,일다,적다,아쉽다,하다,팔다",용량
"예쁘다,나다,좋다,들다",향기
"저렴하다,구입하다,같다",가격
"남다,향긋하다,좋아하다,저렴하다,사다,시키다,챙기다,보내다,하다,넣다,말다,없다,하다,빠르다,저렴하다,사다,만족하다",향기
"깔끔하다,좋다",향기
"쓰다,잘되다,이쁘다,선물하다,묻어나다,잘되다,예쁘다,선물하다,들다,좋다",색상
"긴하다,무난하다,쓰다,좋다,같다,않다,좋다",향기
"쓰다,비교하다,붉다,사용하다,주문하다,맞다,같다,하다,좋다",디자인
"작다,구매하다",용량
"믹스하다,쓰다,사다,같다,좋다",감촉
"다르다,좋다",향기
"쓰다,주문하다,촉촉하다,좋다",감촉
"은은하다,나다,작다,받다",용량
"이뿌다,좋다,부드럽다",향기
"산뜻하다,촉촉하다,일다,예쁘다",감촉
"되다,쓰다,붉다,염색하다,구매하다,자연스럽다,괜찮다",색상
"쓰다,구매하다,세분화되다,좋다,기름지다",색상
"쓰다,좋다,비하다,저렴하다,빠르다",가격
"되다,들뜨다,좋다,사용하다",감촉
"산뜻하다,좋다",감촉
"좋다,촉촉하다,작다,들어가다",용량
"좋다,고급스럽다,좋아하다",향기
"받다,귀엽다,바르다,잘못하다,바르다,쓰다,하다",디자인
"보이다,진하다",색상
"괜찮다,하다,구매하다,작다,하다,사용하다,좋다",용량
"예쁘다,좋다,하다,구매하다,들다",디자인
"구매하다,바르다,순하다,따끔거리다,오다,없다,바르다,들다,바르다,빠르다,촉촉하다,다르다,쓰다,많다,쓰다",감촉
"사용하다,작다",용량
"좋다,닦다,흡수시키다",감촉
"어둡다,어둡다,환하다,지다,자연스럽다,좋다,뽀송뽀송하다,비싸다,찾아보다,싸다,반신반의하다,주문하다,안되다,오다",감촉
"구매하다,되다,구입하다,구입하다,되다,은은하다,좋아하다,쓰다",향기
"적다,발리다,좋다",색상
"좋다,좋다,싸다,하다,좋다",향기
"쓰다,좋다,재구매하다,없다,바르다,하다,좋다,저렴하다",가격
좋다,향기
좋다,감촉
"받다,쓰다,좋다,사다,있다,쓸다,보이다,되살다,나다,하다",향기
"이쁘다,만나다,칭찬하다",색상
"쓰다,사다,되다,들다,저렴하다,이쁘다",디자인
"구매하다,구매하다,저렴하다,하다,수고하다",가격
좋다,향기
"진하다,또렷하다,없다,깔끔하다,그리다,강하다,좋다,지나다,번지다,심하다,되다",색상
"부드럽다,발리다,화사하다,좋다",색상
"비싸다,살다,없다,좋다,쓰다,좋다,깔끔하다,좋다",디자인
"바르다,보다,오래가다,같다,펴다,모르다,바르다,은은하다,좋다",향기
"좋다,좋다,많다,간단하다,바르다,좋다",색상
"가볍다,쓰다,좋다,같다,착하다,무난하다",가격
"되다,좋다",감촉
"좋다,많다,쓰다",용량
"매트하다,좋다",색상
"좋다,촉촉하다,좋다",향기
"저렴하다,좋다",가격
"좋다,좋다,구매하다",감촉
"부러지다,좋다,명하다,이뿌다,작다,보이다,쓰다,싸다,사다",용량
"바르다,시원하다,싸다,괴다,안다",색상
"빠르다,많다,저렴하다,쓸만하다,촉촉하다,번들거리다",디자인
"좋다,만족하다,섞다,사용하다,사용하다,없다,착하다,좋다",색상
"궁금하다,구매하다,예쁘다,챙기다,빠르다,좋다,사용하다,부드럽다,끈적이다,좋다",감촉
"쓰다,쓰다,구매하다,좋다,상쾌하다,있다,쓰다,사다",향기
"시원하다,깔끔하다,좋다,흔들다,쓰다,사용하다,산뜻하다,좋다",디자인
"받다,예쁘다,들다",디자인
"빠르다,저렴하다,좋다,걱정하다,살다,똑같다,오다,흡족하다",가격
"겨울이되다,심하다,사다,쓰다,촉촉하다,되다,좋다,빠르다",감촉
"말하다,없다,같다,하다,같다,쓸만하다",디자인
"적다,많다,누리다,있다,쓰다,비하다,비싸다",용량
"세일하다,구매하다,사용하다,순하다,좋다",감촉
"비교하다,하다,많다,좋다,보다,사다,지키다",용량
"되다,만족하다,빠르다",향기
"쓰다,세일하다,싸다,사다,좋다",가격
"저렴하다,구매하다,만족하다,쓰다,이다,하다",가격
"듣다,사다,멀다,쫀득하다,끈적이다,만족하다",감촉
"쓰다,아니다,저렴하다,같다,이쁘다,믿다",가격
좋다,감촉
"들뜨다,좋다",감촉
"저렴하다,구입하다,하다,빠르다",가격
"작다,이쁘다,들다",색상
"많다,많다,예쁘다,보다,올리다,변하다,하다,올리다,올리다,되다,이쁘다,드리다,어울리다",색상
"쓰다,촉촉하다,좋다",감촉
"늦다,주다,편안하다,기다리다,저렴하다,사다,맞다,바르다,바르다,안다,리뉴얼되다,착하다,믿다",가격
"깔끔하다,괜찮다,나쁘다,저렴하다,의심되다",디자인
"건조하다,주문하다,촉촉하다,좋다,많다,하다,주문하다",감촉
"만족하다,이쁘다,반짝반짝하다,이쁘다",디자인
"이쁘다,사다",색상
"사다,예쁘다,귀엽다,빠르다,만족스럽다",색상
"좋다,쓰다,좋다,저렴하다",향기
"촉촉하다,좋다,구매하다,빠르다",감촉
"일다,좋다,좋다",향기
"쓰다,바꿔보다,좋다,아쉽다",향기
"사다,바르다,좋다,곱다,발리다,바르다,편하다",감촉
"사용하다,좋다,구입하다,촉촉하다,가볍다,좋다",감촉
"되다,사다,촉촉하다,좋다,하다,고급스럽다,선물하다,좋다,같다,살다,하다,좋다,저렴하다,좋다",가격
"모르다,괜찮다,괜찮다",가격
"쓰다,보다,갈아타다,좋다,있다",감촉
"이쁘다,보다,다르다,접하다,사다",색상
"쓰다,다르다,쓰다,좋다,좋다,쓰다,선호하다,사용하다,만나다,저렴하다,살다,주문하다",향기
"좋다,사다,어둡다,타다,괜찮다,알다,하얗다,살다,낫다,같다,민감하다,그렇다,거슬리다,컴팩트하다,괜찮다",향기
"은은하다,이쁘다",색상
"은은하다,쓰다,있다,같다",향기
"예쁘다,반하다,하다,받다,없다,좋다,촉촉하다,좋다,오다,은은하다",감촉
좋다,향기
"좋다,앗다",향기
"고민하다,어울리다,뭐하다,들다,감사하다",감촉
"문안하다,문안하다,많다,아니다",용량
"적다,아쉽다,아껴쓰다",용량
"들다,이쁘다,좋다",디자인
"많다,좋다,은은하다,좋다",용량
"선물하다,받다,좋다,많다",용량
"민감하다,맞다,강하다",향기
"생기다,신기하다,발리다,좋다,겁나다,도움주다,선택하다,밀리다,좋다,하얗다,되다,밝다,촉촉하다,괜찮다",감촉
"쓰다,시원하다,깔끔하다,좋다,보내다,감사하다",디자인
"빠르다,좋다,신경쓰다,하다,저렴하다,사다,쓰다,구매하다",가격
"기다,기대하다,있다,싸다,사다,좋다,작다,좋다",용량
"쓰다,좋다,강하다,하다,적응되다,좋다,리치하다,가볍다,편안하다,촉촉하다",향기
"어둡다,앗다,쓰다,비하다,뭉치다,스며들다,쓰다,낫다,이쁘다",디자인
"빠르다,느리다,같다,적다,같다,생각하다,쓰다,같다,안다,들어가다,이쁘다,그리다,번지다,번지다,하다,같다",디자인
"자연스럽다,좋다",색상
"사용하다,크다,잊다,쓰다,있다,들다",용량
"싸다,이쁘다,좋다",디자인
"저렴하다,구매하다,좋다",가격
"빠르다,저렴하다,구매하다",가격
"촉촉하다,없다,만족하다,없다,아쉽다,하다,빠르다,많다,저렴하다,있다,좋다",가격
"적다,넓다,바르다,좋다",용량
"좋다,빠르다,좋다,저렴하다,구입하다,좋다,같다",가격
"예쁘다,다양하다,섞다,쓰다,예쁘다,싸다,이쁘다,만족스럽다,팔다",디자인
"모르다,사용하다,좋다,빠르다,저렴하다,구입하다",가격
"사랑하다,좋다,부담스럽다,부드럽다,발리다,좋다",감촉
"적당하다,좋다,번지다,없다,같다",색상
"좋다,뛰어나다,심하다,메이컵하다,괜찮다,구매하다,잘하다,같다,보다,대하다,줄다,쓰다",감촉
"쓰다,쓰다,있다,않다,좋다",감촉
매트하다,색상
"생각하다,아니다,화사하다,있다,보이다,이쁘다,사다,살다,죽다,하다,믹스하다,쓰다,이쁘다,촉촉하다,좋다,괜찮다,하다,높다",색상
"따르다,보다,좋다,추천하다",향기
"바르다,채우다,잡다,깔끔하다,좋다,다르다,주문하다,받다,좋다,같다",디자인
"좋다,은은하다,지우다,바르다,있다,좋다,은은하다,지우다,바르다,있다",향기
"예쁘다,들다,받다,좋아하다",디자인
"크다,없다,작다,크다,나오다,좋다",용량
"적당하다,예쁘다,좋다",디자인
"심하다,생기다,가다,기다리다,촉촉하다,좋다,나다,좋다,쓰다",향기
"들다,챙기다,쓰다",가격
"화사하다,곱다,발리다,많다,들다",색상
"쓰다,주문하다,상큼하다,쓰다",향기
"촉촉하다,좋다,오래유지되다,같다,쓸다,빠르다",감촉
"끈적이다,촉촉하다,좋다,바르다,바르다,그리다,좋다",색상
"주다,사용하다,비하다,좋다,모르다,좋다,바르다,자다,일어나다,번질번질하다,좋다,되다,좋다,모르다,바르다,주다,같다,들다,보다",향기
"부드럽다,번지다,있다,없다,좋다,편하다",감촉
"바르다,주문하다,예쁘다,바르다,바르다,촉촉하다,좋다",디자인
"서다,도착하다,하다,다르다,꺼림직하다,있다,열다,진동을하다,하다,보다,아니다,끈적이다,촉촉하다,괜찮다,오래되다,바르다,바르다,쓰다",감촉
"이쁘다,부담되다,잘되다,빼다,들다",디자인
"같다,생기다,혐오하다,좋다,비싸다,싸다,구입하다,좋다,하다",가격
고급스럽다,디자인
"쓰다,덧바르다,뜨다,촉촉하다,어둡다,하다,어둡다,하다,쓰다,덧바르다,뜨다,촉촉하다,어둡다,하다,어둡다,하다",감촉
"밀다,사용하다,사용하다,간편하다,좋다,사용하다,일다",향기
"사용하다,사용하다,바꾸다,고민하다,추천하다,같다,구매하다,보내다,좋다,곱다,다르다,사용하다,먹다,덧바르다,들뜨다,좋다",감촉
적다,용량
"좋다,답답하다,있다,약하다",감촉
"매다,빨다,보내다",감촉
"순하다,좋다,믿다,쓰다",감촉
"안하다,기대되다,예쁘다,오다,기분좋다,주문하다,오다",디자인
"세안하다,바르다,정리되다,들다,깔끔하다,좋다,쓰다,없다,안되다",디자인
"건조하다,그렇다,바르다,바르다,덜하다,촉촉하다,좋다",감촉
"괜찮다,짜다,바르다,되직하다,리하다,괜찮다",감촉
"좋다,저렴하다,구입하다",가격
"쓰다,바르다,포인트되다,좋다,다르다,쓰다,청순하다,좋다,같다",색상
"쓰다,구매하다,좋다,없다,좋다,같다",감촉
"가다,없다,사다,괜찮다",색상
"저렴하다,많다,빠르다,하다,감사하다,튼튼하다,놀라다,작다,좋다,건조하다,고민하다,알다,구매하다,좋다",용량
"이쁘다,좋다",디자인
"산뜻하다,좋다",감촉
"있다,고급스럽다,이쁘다,바르다,있다,빠르다,감사하다",디자인
"빠르다,많다",용량
"하다,자다,있다,이쁘다,좋다,같다,다르다,사용하다,못하다,같다",디자인
"좋다,많다",감촉
"빠르다,이쁘다,부각되다,잇다",색상
"좋다,고급스럽다,같다,은은하다,들어가다,화려하다,시원하다",색상
"하다,구입하다,건조하다,바르다,가다,저렴하다,많다,감사하다,쓰다",가격
"깔끔하다,괜찮다,곱다",디자인
"빠르다,저렴하다,감사하다",가격
,디자인
"심하다,이기다,하다,그렇다,바르다,바르다,지우다,선명하다,하다",색상
"세일하다,저렴하다,살다,같다,오다,쓰다",가격
"필요하다,찾다,좋다,들다,사다,예쁘다,은은하다",향기
"되다,환하다,들다,넉넉하다",색상
"좋다,같다,떨어지다,하다,빠르다,받다",디자인
"이쁘다,좋다",디자인
"괜찮다,좋다,나다,뜨다",감촉
"빠르다,부드럽다,살다,같다,잘못하다,부드럽다",감촉
"많다,좋다",용량
"비싸다,비하다,적다,다르다,챙기다,있다,일다",가격
"좋다,부드럽다,만들다,바르다,먹다,있다,나다",감촉
"똑같다,고급스럽다",색상
"나다,기대안하다,좋다,좋다,오래가다",디자인
"빠르다,저렴하다,들다,팔다,구매하다",가격
"좋다,받다,사용하다,먹다,노리다,살다,만족하다,적다,비싸다,아쉽다",용량
"리뉴얼되다,달라지다,듣다,후회하다,그러다,좋다,많다",용량
"사다,환하다,예쁘다,작다",용량
"좋다,좋다,좋다,같다",향기
"좋다,사다,많다,같다,쓰다",용량
"크다,바르다,나타나다,좋다",용량
"좋다,덜다,편리하다",향기
"저렴하다,넉넉하다,좋다,나누다,쓰다,구매하다,바르다,자다,일어나다,바르다,받다,맞다,쓰다,구매하다",용량
"사용하다,예쁘다,가다,맞추다,쓰다,있다,좋다,도착하다,좋다",디자인
"촉촉하다,좋다",향기
"유명하다,구매하다,적다",용량
들다,색상
"이만하다,없다,할인받다,저렴하다,구입하다,구입하다,생각하다",가격
"들다,작다",용량
"좋다,저렴하다,뭉치다,없다,감사하다",감촉
"저렴하다,적다",용량
"좋다,사다",향기
"쓰다,좋다,들다,쓰다,쓰다,저렴하다",가격
"예쁘다,뽀얗다,어울리다,까맣다,많다,까맣다,촌스럽다,예쁘다,화장하다,듣다,추천하다,되다",색상
"없다,구입하다,싸다,있다,불안하다,들다,비싸다,아니다,훌륭하다,할인받다,싸다,구입하다,있다",디자인
"구매하다,높다,촉촉하다,찾다,좋다,좋다,바르다,촉촉하다,좋다,추천하다,오다,빠르다,친절하다",향기
"깔끔하다,좋다,쓰다,좋다",디자인
"받다,깔끔하다,좋다",디자인
"좋다,사용하다,바르다,건조하다,다르다,챙기다,바르다,깔끔하다,좋다,같다",디자인
"유명하다,구매하다,그렇다,만족하다",향기
"구입하다,빠르다,감사하다",디자인
"달콤하다,나다,연하다,다르다,섞다,바르다",색상
"같다,바르다,잘되다,많다,좋다,같다,빠르다,만족하다",감촉
"들다,바르다,좋다,되다,건조하다,모르다,좋다",향기
,감촉
좋다,향기
"좋다,좋다,좋다,추천하다,촉촉하다,좋다,같다",감촉
"원하다,들다,다르다,바르다,아쉽다,아쉽다,약하다",디자인
"좋다,같다,좋다,발리다,좋다",향기
"가리다,많다",용량
"섞다,쓰다,촉촉하다,가라앉다,화장하다,섞다,쓰다,먹다,뜨다,오래가다,좋다,많다,나누다,쓰다",용량
"많다,민감하다,기다,쓰다,좋다",감촉
"빠르다,쓰다,싸다,사다,좋다",가격
"진하다,가늘다,그리다,쉽다,좋다",용량
"쓰다,주문하다,풍성하다,올라가다,쓰다,좋다",향기
"좋다,좋다",향기
"바르다,촉촉하다,좋다",감촉
"쓰다,사다,많다,덜다,쓰다,불편하다",용량
"예쁘다,만족하다",디자인
"사용하다,못하다,사용하다,남다,괜찮다,보이다,사용하다,못하다,사용하다,남다,괜찮다,보이다",용량
"오래가다,자다,일어나다,적다,같다",용량
"쓰다,없다,팔다,없다,저렴하다,사다,있다,좋다",가격
"빠르다,이쁘다,괜찮다",디자인
"넣다,차갑다,사용하다,좋다,은근하다,좋다",향기
"착하다,들어가다,쓰다,좋다",가격
,감촉
"예쁘다,바르다,않다,당기다,없다,좋다,착하다",감촉
"고급스럽다,예쁘다,들다,자랑스럽다,꺼내다,쓰다,있다",디자인
"쓰다,참다,참다,지르다,좋다,좋다,뜨다,없다,쓰다",감촉
"오다,싸다,같다",가격
"없어지다,섞다,바르다,편하다,좋다,착하다,만족하다,쓰다,하다",가격
"적다,발리다,좋다,좋다",용량
"쓰다,많다,좋다",색상
"오래가다,여성스럽다,좋다",향기
"귀엽다,좋다",디자인
"들다,사용하다,좋다,촉촉하다,좋다,되다,쓰다",디자인
"맑다,과하다,발랄하다",색상
"쓰다,많다,비교하다,돋보이다,들다,그렇다,세안하다,바르다,바르다,당기다,바로되다,바르다,촉촉하다,남다,하다,같다,다르다,사용하다",감촉
"좋다,촉촉하다,없다,쓰다,좋다,강추하다,하다,하다,강추하다",감촉
"저렴하다,넉넉하다,쟁이다",가격
"좋다,하다,소문나다,쓰다,구매하다,못하다,하다,밀려나오다,케어하다,쓰다,은은하다,좋다",향기
"적다,믿다,사용하다",용량
"건조하다,좋다,엄청나다,좋다",용량
"많다,많다,쓰다",감촉
"쓰다,쓰다,가볍다,하다,좋다,없다,나다,같다,싫다,은은하다,느끼다,적다,보이다,쓰다",용량
"적다,빼다,좋다",용량
"되다,이쁘다",디자인
"튀다,바르다,이쁘다,좋다,타다,비하다,작다",용량
"쓰다,저렴하다,같다,추천하다",가격
"예쁘다,구매하다,대다,사용하다,안되다,같다,패이다",색상
"구입하다,알차다,구입하다,다르다,저렴하다,많다,알차다,필요하다,이루어지다,하다,구입하다,전화드리다,설명하다,좋아하다,좋다,구입하다",용량
"빠르다,보다,예쁘다,들다,오다,예쁘다,작다,크다",디자인
"사용하다,저렴하다,사다",가격
"생각하다,아기자기하다,아니다,나다,놀라다,좋다",향기
"많다,쓰다,부드럽다,발리다,약하다,하다",용량
쓰다,용량
"예쁘다,괜찮다",디자인
"빠르다,좋다,싸다,포장도잘되다,있다,구매하다",가격
"크다,커버하다,좋다,있다,압축되다,나오다,좋다,부드럽다",감촉
"받다,쓰다,세일하다,구입하다,변하다,되다,오일하다,쓰다,만족하다,비싸다",가격
"고급스럽다,이쁘다,어울리다,사다,괜찮다,무난하다,이쁘다,바르다,좋다,이쁘다",디자인
"비하다,많다,좋다",용량
"예쁘다,하다,들다",디자인
"쓰다,해지다,좋다,사다,팔다",가격
"함유되다,좋다,같다,상큼하다,좋다,사용하다,얼마안되다,좋다,없다",향기
"부담스럽다,사용하다,주다,먹다,구매하다,아니다,걱정하다,잘하다,점찍다,바르다,반짝거리다,예쁘다,만족스럽다,바르다,쓰다,같다",디자인
"좋다,맞다,같다,좋다",감촉
"예쁘다,좋다",디자인
"생각하다,많다,흡사하다,트다,사다,사다,바르다,덧바르다,괜찮다,사용하다,있다,드리다,만족하다",용량
"괴다,안다,쓰다,좋다,끈적이다,좋다",향기
"예민하다,고르다,고민하다,순하다,도움되다,같다,산뜻하다,추천하다",향기
"좋다,촉촉하다,스며들다",감촉
"착하다,빠르다,좋다,쓰다,만족하다",가격
"좋다,예쁘다",향기
"쓰다,구매하다,구매하다,사용하다,하다,쓰다,빠르다,놀라다,오다,비교하다,똑같다,같다,저렴하다,같다,사용하다",가격
"크다,저렴하다,바르다,없다,좋다,애용하다",가격
"맞다,좋다,춥다,되다,애용하다,있다",향기
"예쁘다,만족스럽다",디자인
"쓸다,구매하다,누렇다,보이다,좋다,잘되다,좋다",색상
"받다,이쁘다",색상
"옅다,원하다,원하다,아니다,있다,섞다,쓰다,하다,아쉽다",색상
"이쁘다,좋다",디자인
"작다,맞다,생각하다,밝다,아쉽다,좋다",색상
"사용하다,주다,좋다,비싸다,크다,먹다,사다,사용하다,주다,좋다",가격
"묽다,있다,바르다,촉촉하다,스며들다,아쉽다,되다,좋다",가격
"좋다,많다,있다,좋다",감촉
"이쁘다,좋다,좋다,일다,쓰다,가다",향기
"저렴하다,구매하다,좋다",가격
"무난하다,쓰다",가격
"쓰다,좋다,쓰다,크다,나오다,좋다",용량
"촉촉하다,괜찮다,이기다,믿다,쓰다,적다",용량
"바꾸다,쓰다,깔끔하다",디자인
"촉촉하다,않다,쓰다",향기
"들다,소프트하다",색상
좋다,감촉
"뽀송뽀송하다,가볍다,발리다",감촉
"좋다,발리다,좋다,작다,바르다,그렇다",향기
"만족하다,순하다,좋다",감촉
"바르다,시원하다,같다,좋다,좋다",향기
"부드럽다,좋다,재주문하다,좋다,같다,믿다,구매하다",향기
괜찮다,용량
"저렴하다,좋다,같다",가격
"받다,하다,얇다,발리다,베이다,화사하다,좋다",색상
"비싸다,하다,저렴하다,구입하다,좋다,좋다,같다,구매하다,챙기다,좋다,같다",색상
"사다,달다,하다,구매하다,이쁘다,하다,만족하다",색상
"유명하다,어떻다,쓰다,알다,같다,작다",용량
"작다,놀랍다,바르다,화사하다,가지다,다니다,편하다,같다,좋다,들다",용량
"주다,사다,쓰다,많다,차이나다,가다,동일하다,받다,만족하다,사용하다,늦다,보다,필요하다,주문하다,오다,사용하다,끈적이다,있다,사용하다",감촉
"저렴하다,구매하다,만족하다,추천하다",가격
